,name,console,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
14687,Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05
14688,Princess on Ice,DS,2008.0,Sports,505 Games,0.04,0.01,0.0,0.0,0.05
14689,Lagoon,SNES,1991.0,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05
14690,Sesame Street: Cookie's Counting Carnival,PC,2010.0,Other,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05
14691,Jewel Legends: Tree of Life,DS,2011.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05
14692,Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05
14693,DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05
14694,Trick x Logic: Season 1,PSP,2010.0,Action-Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
14695,Mawashite Tsunageru Touch Panic,DS,2006.0,Puzzle,Nintendo,0.0,0.0,0.05,0.0,0.05
14696,MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05
14697,Monster! Bass Fishing,GBA,2003.0,Sports,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05
14698,Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05
14699,Winning Post 7 2010,PSP,2010.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14700,Imagine Animal Doctor Care Center,DS,2010.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05
14701,Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05
14702,Batman: Gotham City Racer,PS,2001.0,Racing,Ubisoft,0.03,0.02,0.0,0.0,0.05
14703,Game of Thrones (Telltale),PS4,2015.0,Action-Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05
14704,Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
14705,Legend of Kay,WiiU,2015.0,Action-Adventure,Nordic Games,0.03,0.02,0.0,0.0,0.05
14706,Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05
14707,Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
14708,Ontamarama,DS,2007.0,Action-Adventure,Atlus,0.05,0.0,0.0,0.0,0.05
14709,DokiDoki Majo Shinpan!,DS,2007.0,Action-Adventure,SNK Playmore,0.0,0.0,0.05,0.0,0.05
14710,Starry ? Sky: In Spring,PSP,2010.0,Other,Asgard,0.0,0.0,0.05,0.0,0.05
14711,FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
14712,Armored Core: Formula Front Extreme Battle,PSP,2004.0,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05
14713,Downforce,PS2,2002.0,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05
14714,Little Busters! Converted Edition,PS2,2009.0,Action-Adventure,Prototype,0.0,0.0,0.05,0.0,0.05
14715,Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
14716,Disney's Party,GC,2002.0,Other,Electronic Arts,0.04,0.01,0.0,0.0,0.05
14717,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05
14718,Hysteria Hospital: Emergency Ward,Wii,2009.0,Action-Adventure,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05
14719,Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05
14720,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14721,Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05
14722,Summon Night X: Tears Crown,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14723,Pawly Pets: My Vet Practice,DS,2007.0,Other,Ubisoft,0.0,0.05,0.0,0.0,0.05
14724,Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05
14725,Back to the Future: The Game,Wii,2011.0,Action-Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05
14726,Taiho Shichauzo!,PS,2001.0,Action-Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05
14727,Phantom Crash,XB,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05
14728,Yanya Caballista: City Skater,PS2,2001.0,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05
14729,Expendable,PS,1999.0,Action-Adventure,Infogrames,0.03,0.02,0.0,0.0,0.05
14730,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005.0,Action-Adventure,Activision,0.05,0.0,0.0,0.0,0.05
14731,The Idolmaster: Gravure For You! Vol. 2,PS3,2011.0,Other,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14732,Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05
14733,Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05
14734,The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05
14735,Utawarerumono: Futari no Hakuoro,PS4,2016.0,Other,Aqua Plus,0.0,0.0,0.05,0.0,0.05
14736,Sam & Max: Beyond Time and Space,Wii,2010.0,Action-Adventure,Atari,0.05,0.0,0.0,0.0,0.05
14737,The Idolm@ster: Dearly Stars,DS,2009.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14738,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action-Adventure,Aksys Games,0.01,0.0,0.04,0.0,0.05
14739,Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,0.05
14740,R.B.I. Baseball 2016,XOne,2016.0,Sports,MLB.com,0.05,0.0,0.0,0.01,0.05
14741,Bakemonogatari Portable,PSP,2012.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14742,Jenga World Tour,Wii,2007.0,Other,Atari,0.05,0.0,0.0,0.0,0.05
14743,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
14744,Tenchu: Dark Secret,DS,2006.0,Action-Adventure,From Software,0.03,0.0,0.01,0.0,0.05
14745,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006.0,Other,Nintendo,0.0,0.0,0.05,0.0,0.05
14746,Shrek Super Party,GC,2003.0,Other,TDK Mediactive,0.04,0.01,0.0,0.0,0.05
14747,Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05
14748,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05
14749,Imagine: Artist,DS,2009.0,Other,Ubisoft,0.05,0.0,0.0,0.0,0.05
14750,Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
14751,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14752,NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
14753,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015.0,Action-Adventure,Alchemist,0.0,0.0,0.05,0.0,0.05
14754,Super Heroine Chronicle,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14755,Second Sight,GC,2004.0,Action-Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05
14756,Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05
14757,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995.0,Other,Sega,0.0,0.0,0.05,0.0,0.05
14758,Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05
14759,Marriage Royale: Prism Story,PSP,2010.0,Action-Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
14760,Kamiwaza,PS2,2006.0,Action-Adventure,Acquire,0.0,0.0,0.05,0.0,0.05
14761,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013.0,Shooter,Activision,0.0,0.05,0.0,0.0,0.05
14762,Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,0.02,0.02,0.0,0.05
14763,Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14764,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
14765,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14766,Suzuki Super-Bikes II: Riding Challenge,DS,2008.0,Racing,Valcon Games,0.05,0.0,0.0,0.0,0.05
14767,GRID,DS,Unknown,Racing,Codemasters,0.04,0.0,0.0,0.0,0.05
14768,Steins;Gate 0,PS4,2015.0,Action-Adventure,PQube,0.0,0.0,0.05,0.0,0.05
14769,Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05
14770,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003.0,Action-Adventure,TDK Mediactive,0.04,0.01,0.0,0.0,0.05
14771,Medal of Honor: European Assault (weekly JP sales),PS2,2005.0,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05
14772,Hail to the Chimp,PS3,2008.0,Other,Gamecock,0.05,0.0,0.0,0.0,0.05
14773,Alias,XB,2004.0,Action-Adventure,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
14774,Super Robot Taisen Neo,Wii,2009.0,Other,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14775,ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
14776,Dual Heroes,N64,1997.0,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05
14777,Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05
14778,Hercules: The Legendary Journeys,N64,2000.0,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05
14779,Chameleon Twist 2,N64,1998.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
14780,OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,0.02,0.01,0.01,0.0,0.05
14781,Blues Brothers 2000,N64,2000.0,Platform,Virgin Interactive,0.04,0.01,0.0,0.0,0.05
14782,Metal Max 2 Reloaded,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05
14783,Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05
14784,All Star Tennis 99,N64,1999.0,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05
14785,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007.0,Other,Spike,0.0,0.0,0.05,0.0,0.05
14786,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14787,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Other,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05
14788,Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05
14789,Mega Minis Volume 3,PSP,2011.0,Other,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05
14790,Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14791,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Action-Adventure,O-Games,0.02,0.02,0.0,0.0,0.05
14792,Dead in the Water,PS,1999.0,Action-Adventure,ASC Games,0.03,0.02,0.0,0.0,0.05
14793,Winning Post 7 2013,PS3,2013.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14794,Ride,PS3,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.01,0.01,0.05
14795,Detective Conan: Prelude from the Past,DS,2012.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14796,Dr. Seuss: Green Eggs and Ham,GBA,2003.0,Action-Adventure,NewKidCo,0.04,0.01,0.0,0.0,0.05
14797,Zumba Fitness Core,X360,2012.0,Other,505 Games,0.0,0.05,0.0,0.0,0.05
14798,Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
14799,Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
14800,Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05
14801,Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,0.05,0.0,0.0,0.0,0.05
14802,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14803,Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
14804,TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.02,0.02,0.0,0.0,0.05
14805,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14806,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Other,Vap,0.0,0.0,0.05,0.0,0.05
14807,Kamen Rider: Battride War Genesis,PSV,2016.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14808,Corpse Party: Blood Covered - Repeated Fear,PSP,2010.0,Action-Adventure,5pb,0.0,0.0,0.05,0.0,0.05
14809,Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05
14810,Kart Racer,Wii,2009.0,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05
14811,Chronicles of the Sword,PS,1996.0,Action-Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05
14812,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05
14813,Keiba Eight Special,SNES,1993.0,Sports,Misawa,0.0,0.0,0.05,0.0,0.05
14814,Harukanaru Toki no Naka de 3,PS2,2004.0,Action-Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14815,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05
14816,Sherlock Holmes: Crimes & Punishments,PC,2014.0,Action-Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
14817,Reel Fishing: The Great Outdoors,PSP,2006.0,Sports,Natsume,0.05,0.0,0.0,0.0,0.05
14818,Guild 01,3DS,2012.0,Action-Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
14819,Tour de France 2011,X360,Unknown,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
14820,Durarara!! 3-way Standoff,PSP,2010.0,Action-Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
14821,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action-Adventure,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
14822,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Action-Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14823,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010.0,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05
14824,Hokuto no Ken,PS2,2007.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
14825,Plants vs. Zombies,PC,2009.0,Other,PopCap Games,0.0,0.04,0.0,0.01,0.05
14826,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006.0,Other,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14827,Secret Files: Tunguska,DS,2008.0,Action-Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05
14828,George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05
14829,Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05
14830,Hotel for Dogs,Wii,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05
14831,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
14832,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
14833,Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05
14834,PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05
14835,Baku Baku,SAT,1995.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
14836,Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14837,SD Gundam: Over Galaxian,PS,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14838,Metroid Prime: Federation Force,3DS,2016.0,Action-Adventure,Nintendo,0.02,0.01,0.01,0.0,0.05
14839,Rogue Ops,GC,2003.0,Action-Adventure,Kemco,0.04,0.01,0.0,0.0,0.05
14840,Smart Kid's Party Fun Pak,DS,2008.0,Other,UFO Interactive,0.05,0.0,0.0,0.0,0.05
14841,Dream Salon,Wii,2009.0,Other,Zoo Games,0.05,0.0,0.0,0.0,0.05
14842,BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14843,Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
14844,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05
14845,Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05
14846,Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05
14847,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05
14848,Ghostbusters (2016),XOne,2016.0,Action-Adventure,Activision,0.04,0.0,0.0,0.01,0.05
14849,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007.0,Action-Adventure,505 Games,0.0,0.0,0.05,0.0,0.05
14850,Furu Furu Park,Wii,2007.0,Other,Taito,0.05,0.0,0.0,0.0,0.05
14851,Hatsune Miku: Project Diva X,PS4,2016.0,Other,Sega,0.02,0.0,0.02,0.0,0.05
14852,Alter Echo,XB,2003.0,Shooter,THQ,0.04,0.01,0.0,0.0,0.05
14853,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008.0,Other,Benesse,0.0,0.0,0.05,0.0,0.05
14854,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14855,G1 Grand Prix,3DS,2012.0,Action-Adventure,Genki,0.0,0.0,0.05,0.0,0.05
14856,Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05
14857,Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05
14858,Around the World in 80 Days,GBA,2004.0,Action-Adventure,Hip Interactive,0.03,0.01,0.0,0.0,0.05
14859,Houkago Shounen,DS,2008.0,Other,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14860,Fishdom,DS,2011.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05
14861,Classic Dungeon X2,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
14862,Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05
14863,Pinball Tycoon,GBA,2002.0,Other,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
14864,Grand Ages: Medieval,PC,2015.0,Other,Kalypso Media,0.0,0.05,0.0,0.0,0.05
14865,Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
14866,Cartoon Network Block Party,GBA,2004.0,Other,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05
14867,Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05
14868,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010.0,Action-Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
14869,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Action-Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
14870,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Other,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05
14871,SD Gundam: Scad Hammers,Wii,2006.0,Other,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14872,Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
14873,Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
14874,ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
14875,Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05
14876,D.Gray-man: Kami no Shitotachi,DS,2007.0,Action-Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14877,Strikers 1945,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05
14878,NBA 2K,DC,1999.0,Sports,Sega,0.0,0.0,0.05,0.0,0.05
14879,Super Jinsei Game 2,SNES,1995.0,Other,Takara,0.0,0.0,0.05,0.0,0.05
14880,World Series of Poker,GC,2005.0,Other,Activision Value,0.04,0.01,0.0,0.0,0.05
14881,Jikkyou Oshaberi Parodius,SNES,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14882,Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
14883,J-League Winning Eleven 2010: Club Championship,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14884,Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
14885,Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05
14886,Koihime Musou,PS2,2008.0,Action-Adventure,Yeti,0.0,0.0,0.05,0.0,0.05
14887,Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05
14888,Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
14889,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05
14890,Cartoon Network Racing,DS,2006.0,Action-Adventure,Game Factory,0.04,0.0,0.0,0.0,0.05
14891,Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05
14892,Kekkon Zenya,SAT,1995.0,Action-Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05
14893,Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
14894,The Grim Adventures of Billy & Mandy,Wii,2006.0,Action-Adventure,Midway Games,0.04,0.0,0.0,0.0,0.05
14895,Barnyard,GBA,2006.0,Action-Adventure,THQ,0.03,0.01,0.0,0.0,0.05
14896,Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05
14897,GrimGrimoire,PS2,2007.0,Other,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
14898,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Other,Takara Tomy,0.0,0.0,0.05,0.0,0.05
14899,Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05
14900,TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05
14901,Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
14902,Golden Axe: The Duel,SAT,1994.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
14903,J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05
14904,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
14905,Crime Life: Gang Wars,XB,2005.0,Action-Adventure,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
14906,Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Action-Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14907,Rugby 2005,XB,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
14908,"Warhammer 40,000: Dawn of War",PC,2004.0,Other,THQ,0.01,0.03,0.0,0.01,0.05
14909,Taito Legends,XB,2005.0,Other,Empire Interactive,0.04,0.01,0.0,0.0,0.05
14910,Rock 'N Roll Racing,GBA,2003.0,Racing,Activision,0.03,0.01,0.0,0.0,0.05
14911,Reader Rabbit 2nd Grade,Wii,Unknown,Other,Unknown,0.04,0.0,0.0,0.0,0.05
14912,Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05
14913,Dynasty Warriors Vol. 2,PSP,2006.0,Action-Adventure,Tecmo Koei,0.04,0.0,0.0,0.0,0.05
14914,Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
14915,Treasure Report: Kikai Jikake no Isan,DS,2011.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
14916,Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
14917,Block Kuzushi,SNES,1995.0,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05
14918,LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action-Adventure,Activision,0.02,0.03,0.0,0.01,0.05
14919,American Bass Challenge,GBA,2001.0,Sports,Starfish,0.03,0.01,0.0,0.0,0.05
14920,American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05
14921,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.0,0.0,0.05,0.0,0.05
